"id","id_openstreetmap","nome","latitude","longitude"
330,"4137294","Chiesa del Santissimo Crocefisso",42.92039927924552,12.051568476561307

331,"4137311","Chiesa di San Rocco - Vallo di Nera",42.75485170925459,12.864935076583718

332,"4137345","Chiesa di Sant'Andrea - Sigillo",43.33178669160021,12.740874450294003

333,"4137397","Museo ornitologico - naturalistico ""Silvio Bambini""- Pietralunga",43.432191762155945,12.425555633010612

334,"4137553","La Rocca Longobarda - Pietralunga",43.44231336604829,12.437013413943255

335,"4137569","Abbazia di San Benedetto Vecchio",43.430932225448316,12.461639707924537

336,"4137585","Palazzo comunale - Stroncone",42.49823822317521,12.662648408495174

337,"4137736","Chiesa di Santa Maria Assunta - Giove",42.50958032605186,12.324898562614246

